0 1150 52.906545639038086 52.906547546386719
1 0 0 0
2 1 0 0
3 2 0 0
4 3 0 0
5 4 0 0
6 1170 44.137519836425781 44.137519836425781
7 1169 38.13032054901123 38.130321502685547
8 88 0 0
9 984 0 0
10 16 35.231986999511719 35.231986999511719
11 251 0 0
12 211 0 0
13 634 25.50063157081604 25.500631332397461
14 16 36.688477516174316 36.6884765625
15 16 36.688477516174316 36.6884765625
16 1049 54.411922454833984 54.411922454833984
17 340 0 0
18 414 42.179508209228516 42.179508209228516
19 638 27.144163131713867 27.144163131713867
20 51 0 0
21 619 0 0
22 621 0 0
23 13 0 0
24 1071 0 0
25 683 28.034332752227783 28.034332275390625
26 371 0 0
27 32 26.557400703430176 26.557399749755859
28 399 32.062139853835106 32.062141418457031
29 333 31.350589752197266 31.350589752197266
30 462 29.076442718505859 29.076442718505859
31 86 0 0
32 408 0 0
33 235 33.812099933624268 33.812099456787109
34 8 0 0
35 258 34.639740943908691 34.639739990234375
36 277 0 0
37 16 39.602228164672852 39.602226257324219
38 211 0 0
39 408 0 0
40 485 0 0
41 318 40.862706184387207 40.862705230712891
42 621 45.487495839595795 45.487495422363281
43 140 30.031534194946289 30.031534194946289
44 1027 0 0
45 1092 42.229349136352539 42.229347229003906
46 15 0 0
47 152 0 0
48 9 32.221714973449707 32.221714019775391
49 129 0 0
50 1158 0 0
51 939 29.870707511901855 29.870708465576172
52 414 42.179508209228516 42.179508209228516
53 57 0 0
54 58 0 0
55 1078 37.399482727050781 37.399482727050781
56 80 0 0
57 70 0 0
58 340 26.098125457763672 26.098125457763672
59 402 0 0
60 16 17.519311904907227 17.519311904907227
61 722 0 0
62 312 37.258876800537109 37.258876800537109
63 87 24.893611907958984 24.893611907958984
64 251 38.870935440063477 38.870933532714844
65 153 0 0
66 1092 30.233592748641968 30.233592987060547
67 179 31.792205810546875 31.792205810546875
68 211 0 0
69 790 30.397857666015625 30.397857666015625
70 3 0 0
71 4 0 0
72 11 0 0
73 282 0 0
74 817 38.23125171661377 38.231250762939453
75 592 0 0
76 499 0 0
77 2 0 0
78 116 0 0
79 696 45.2119140625 45.2119140625
80 376 41.125191688537598 41.125190734863281
81 21 0 0
82 283 44.774185180664062 44.774185180664062
83 250 41.492815017700195 41.492813110351562
84 80 0 0
85 0 0 0
86 378 0 0
87 1015 0 0
88 442 0 0
89 438 41.428827285766602 41.428825378417969
90 40 26.407089471817017 26.407089233398438
91 16 15.84604549407959 15.84604549407959
92 21 0 0
93 3 0 0
94 4 0 0
95 80 0 0
96 749 48.578773498535156 48.578773498535156
97 51 0 0
98 1078 37.399482727050781 37.399482727050781
99 717 0 0
100 51 0 0
101 82 25.730739593505859 25.730739593505859
102 688 0 0
103 371 0 0
104 283 46.255842447280884 46.255844116210938
105 80 0 0
106 911 0 0
107 283 39.058303833007812 39.058303833007812
108 40 0 0
109 502 0 0
110 251 0 0
111 449 36.56386661529541 36.563865661621094
112 465 0 0
113 565 0 0
114 1042 43.49601936340332 43.496017456054688
115 1042 29.326539993286133 29.326539993286133
116 16 42.574118614196777 42.574119567871094
117 380 35.9296875 35.9296875
118 80 0 0
119 180 35.366704940795898 35.366706848144531
120 51 0 0
121 127 0 0
122 402 36.463563919067383 36.46356201171875
123 0 0 0
124 211 0 0
125 340 0 0
126 251 0 0
127 18 0 0
128 58 0 0
129 1078 37.399482727050781 37.399482727050781
130 21 0 0
131 2 0 0
132 11 0 0
133 82 25.730739593505859 25.730739593505859
134 707 36.477287292480469 36.477287292480469
135 305 37.800195693969727 37.800193786621094
136 16 34.515853881835938 34.515853881835938
137 19 0 0
138 1026 0 0
139 283 50.310121536254883 50.31011962890625
140 587 0 0
141 16 33.793558120727539 33.793556213378906
142 1074 0 0
143 82 41.935768127441406 41.935768127441406
144 1074 16.100099563598633 16.100099563598633
145 352 44.115718841552734 44.115718841552734
146 312 31.104841232299805 31.104841232299805
147 243 55.445475578308105 55.445476531982422
148 408 0 0
149 525 37.109434127807617 37.10943603515625
150 16 39.763036727905273 39.763038635253906
151 16 32.918026924133301 32.918025970458984
152 403 46.183110237121582 46.183109283447266
153 1149 0 0
154 716 35.037831783294678 35.037830352783203
155 16 32.918026924133301 32.918025970458984
156 16 39.29345703125 39.29345703125
157 223 0 0
158 51 45.176016688346863 45.176017761230469
159 699 0 0
160 153 0 0
161 389 0 0
162 719 40.464103698730469 40.464103698730469
163 408 0 0
164 621 20.583614766597748 20.583614349365234
